id,card_data
657,"{""card_name"": ""Evil Eyes Unleashed"", ""card_icon"": ""Normal Spell""}"
658,"{""card_name"": ""Photon Timestop"", ""card_icon"": ""Normal Trap""}"
659,"{""card_name"": ""Focused Aquamirror"", ""card_icon"": ""Normal Spell""}"
660,"{""card_name"": ""Gishki Nekromirror"", ""card_icon"": ""Ritual Spell""}"
661,"{""card_name"": ""Tenchi Kaimei"", ""card_icon"": ""Field Spell""}"
662,"{""card_name"": ""Abyss Script - Dramatic Story"", ""card_icon"": ""Normal Spell""}"
663,"{""card_name"": ""Giant Ballgame"", ""card_icon"": ""Continuous Spell""}"
664,"{""card_name"": ""Abyss Actors' Dress Rehearsal"", ""card_icon"": ""Normal Spell""}"
665,"{""card_name"": ""Scareclaw Defanging"", ""card_icon"": ""Continuous Spell""}"
666,"{""card_name"": ""Tearlaments Perlegia"", ""card_icon"": ""Field Spell""}"
667,"{""card_name"": ""Pressured Planet Wraitsoth"", ""card_icon"": ""Field Spell""}"
668,"{""card_name"": ""Kashtiratheosis"", ""card_icon"": ""Normal Spell""}"
669,"{""card_name"": ""Kashtira Overlap"", ""card_icon"": ""Quick-Play Spell""}"
670,"{""card_name"": ""Light Of The Branded"", ""card_icon"": ""Quick-Play Spell""}"
671,"{""card_name"": ""Dogmatikamatrix"", ""card_icon"": ""Continuous Spell""}"
672,"{""card_name"": ""Tally-Ho! Springans"", ""card_icon"": ""Quick-Play Spell""}"
673,"{""card_name"": ""Icejade Manifestation"", ""card_icon"": ""Normal Spell""}"
674,"{""card_name"": ""Numeron Creation"", ""card_icon"": ""Normal Spell""}"
675,"{""card_name"": ""Dyna Mondo"", ""card_attribute"": ""Earth"", ""card_link"": ""Link 2"", ""card_atk"": ""2200"", ""card_def"": ""-""}"
676,"{""card_name"": ""Galaxy Hundred"", ""card_icon"": ""Continuous Spell""}"
677,"{""card_name"": ""Abyss Actor - Super Producer"", ""card_attribute"": ""Dark"", ""card_link"": ""Link 2"", ""card_atk"": ""1600"", ""card_def"": ""-""}"
678,"{""card_name"": ""Tri-Brigade Arms Bucephalus Ii"", ""card_attribute"": ""Dark"", ""card_link"": ""Link 5"", ""card_atk"": ""3500"", ""card_def"": ""-""}"
679,"{""card_name"": ""Laevatein, Generaider Boss Of Shadows"", ""card_attribute"": ""Fire"", ""card_rank"": ""Rank 9"", ""card_atk"": ""2500"", ""card_def"": ""2500""}"
680,"{""card_name"": ""Kashtira Arise-Heart"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 7"", ""card_atk"": ""3000"", ""card_def"": ""3000""}"
681,"{""card_name"": ""Gigantic \""Champion\"" Sargas"", ""card_attribute"": ""Fire"", ""card_rank"": ""Rank 8"", ""card_atk"": ""2800"", ""card_def"": ""1500""}"
682,"{""card_name"": ""Number C62: Neo Galaxy-Eyes Prime Photon Dragon"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 8"", ""card_atk"": ""4000"", ""card_def"": ""3000""}"
683,"{""card_name"": ""Galaxy Photon Dragon"", ""card_attribute"": ""Light"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2000"", ""card_def"": ""0""}"
684,"{""card_name"": ""Circle Of The Fairies"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 7"", ""card_atk"": ""2200"", ""card_def"": ""2500""}"
685,"{""card_name"": ""Plunder Patrollship Jord"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 8"", ""card_atk"": ""1500"", ""card_def"": ""3000"", ""card_pendulum_scale"": ""1""}"
686,"{""card_name"": ""Chaos Beast"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 6"", ""card_atk"": ""2000"", ""card_def"": ""1800""}"
687,"{""card_name"": ""M-Warrior #2"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""500"", ""card_def"": ""1000""}"
688,"{""card_name"": ""Man Eater"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""800"", ""card_def"": ""600""}"
689,"{""card_name"": ""Hard Armor"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""300"", ""card_def"": ""1200""}"
690,"{""card_name"": ""Larvas"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""800"", ""card_def"": ""1000""}"
691,"{""card_name"": ""M-Warrior #1"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""500""}"
692,"{""card_name"": ""Reaper Of The Cards"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""1380"", ""card_def"": ""1930""}"
693,"{""card_name"": ""Witty Phantom"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1400"", ""card_def"": ""1300""}"
694,"{""card_name"": ""Uraby"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""800""}"
695,"{""card_name"": ""Curse Of Dragon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""2000"", ""card_def"": ""1500""}"
696,"{""card_name"": ""Gravedigger Ghoul"", ""card_icon"": ""Normal Spell""}"
697,"{""card_name"": ""Giant Soldier Of Stone"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1300"", ""card_def"": ""2000""}"
698,"{""card_name"": ""Karbonala Warrior"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1200""}"
699,"{""card_name"": ""Beaver Warrior"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1500""}"
700,"{""card_name"": ""Tyhone"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1400""}"
701,"{""card_name"": ""Mystical Elf"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""800"", ""card_def"": ""2000""}"
702,"{""card_name"": ""Remove Trap"", ""card_icon"": ""Normal Spell""}"
703,"{""card_name"": ""Two-Pronged Attack"", ""card_icon"": ""Normal Trap""}"
704,"{""card_name"": ""Sparks"", ""card_icon"": ""Normal Spell""}"
705,"{""card_name"": ""Hinotama"", ""card_icon"": ""Normal Spell""}"
706,"{""card_name"": ""Polymerization"", ""card_icon"": ""Normal Spell""}"
707,"{""card_name"": ""Fissure"", ""card_icon"": ""Normal Spell""}"
708,"{""card_name"": ""Trap Hole"", ""card_icon"": ""Normal Trap""}"
709,"{""card_name"": ""Red Medicine"", ""card_icon"": ""Normal Spell""}"
710,"{""card_name"": ""Raigeki"", ""card_icon"": ""Normal Spell""}"
711,"{""card_name"": ""Yami"", ""card_icon"": ""Field Spell""}"
712,"{""card_name"": ""Sogen"", ""card_icon"": ""Field Spell""}"
713,"{""card_name"": ""Mountain"", ""card_icon"": ""Field Spell""}"
714,"{""card_name"": ""Umi"", ""card_icon"": ""Field Spell""}"
715,"{""card_name"": ""Dark Hole"", ""card_icon"": ""Normal Spell""}"
716,"{""card_name"": ""Wasteland"", ""card_icon"": ""Field Spell""}"
717,"{""card_name"": ""Forest"", ""card_icon"": ""Field Spell""}"
718,"{""card_name"": ""Power Of Kaishin"", ""card_icon"": ""Equip Spell""}"
719,"{""card_name"": ""Dragon Capture Jar"", ""card_icon"": ""Continuous Trap""}"
720,"{""card_name"": ""Book Of Secret Arts"", ""card_icon"": ""Equip Spell""}"
721,"{""card_name"": ""Violet Crystal"", ""card_icon"": ""Equip Spell""}"
722,"{""card_name"": ""Legendary Sword"", ""card_icon"": ""Equip Spell""}"
723,"{""card_name"": ""Kurama"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 3"", ""card_atk"": ""800"", ""card_def"": ""800""}"
724,"{""card_name"": ""Beast Fangs"", ""card_icon"": ""Equip Spell""}"
725,"{""card_name"": ""Icejade Gymir Aegirine"", ""card_attribute"": ""Water"", ""card_level"": ""Level 10"", ""card_atk"": ""3000"", ""card_def"": ""1500""}"
726,"{""card_name"": ""Arktos Xii - Chronochasm Vaylantz"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 12"", ""card_atk"": ""3000"", ""card_def"": ""3000"", ""card_pendulum_scale"": ""12""}"
727,"{""card_name"": ""Ultimate Great Insect"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 9"", ""card_atk"": ""3000"", ""card_def"": ""2600""}"
728,"{""card_name"": ""Sneaky \""C\"""", ""card_attribute"": ""Earth"", ""card_level"": ""Level 7"", ""card_atk"": ""1300"", ""card_def"": ""2500""}"
729,"{""card_name"": ""Rindbrumm The Striking Dragon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""2500"", ""card_def"": ""2000""}"
730,"{""card_name"": ""Yaguramaru The Armor Ninja"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""2000"", ""card_def"": ""2000""}"
731,"{""card_name"": ""Evigishki Neremanas"", ""card_attribute"": ""Water"", ""card_level"": ""Level 10"", ""card_atk"": ""3000"", ""card_def"": ""1800""}"
732,"{""card_name"": ""Granguignol The Dusk Dragon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 8"", ""card_atk"": ""2500"", ""card_def"": ""2500""}"
733,"{""card_name"": ""Dogmatika Alba Zoa"", ""card_attribute"": ""Light"", ""card_level"": ""Level 12"", ""card_atk"": ""4000"", ""card_def"": ""4000""}"
734,"{""card_name"": ""Dimensional Allotrope Varis"", ""card_attribute"": ""Light"", ""card_level"": ""Level 1"", ""card_atk"": ""0"", ""card_def"": ""0""}"
735,"{""card_name"": ""Fairyant The Circular Sorcerer"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 3"", ""card_atk"": ""800"", ""card_def"": ""1500""}"
736,"{""card_name"": ""Meteor Rush - Monochroid"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 10"", ""card_atk"": ""0"", ""card_def"": ""0""}"
737,"{""card_name"": ""Sari Of The Silverwing Axe"", ""card_attribute"": ""Light"", ""card_level"": ""Level 3"", ""card_atk"": ""500"", ""card_def"": ""100""}"
738,"{""card_name"": ""Fierce Tiger Monghu"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""1000""}"
739,"{""card_name"": ""Couple Of Aces"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""100"", ""card_def"": ""100""}"
740,"{""card_name"": ""Manticore Of Smashing"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 6"", ""card_atk"": ""2300"", ""card_def"": ""1000""}"
741,"{""card_name"": ""Choju Of The Trillion Hands"", ""card_attribute"": ""Light"", ""card_level"": ""Level 6"", ""card_atk"": ""1400"", ""card_def"": ""1000""}"
742,"{""card_name"": ""Vala, Seidhr Of The Generaider Bosses"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 9"", ""card_atk"": ""2500"", ""card_def"": ""2500""}"
743,"{""card_name"": ""Beargram, Shelled Emperor Of The Forest Crown"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 9"", ""card_atk"": ""3400"", ""card_def"": ""2800""}"
744,"{""card_name"": ""Basiltrice, Familiar Of The Evil Eye"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""2000""}"
745,"{""card_name"": ""Gishki Grimness"", ""card_attribute"": ""Water"", ""card_level"": ""Level 2"", ""card_atk"": ""600"", ""card_def"": ""700""}"
746,"{""card_name"": ""Infinite Antlion"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1200"", ""card_def"": ""1500""}"
747,"{""card_name"": ""Abyss Actor - Liberty Dramatist"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1500"", ""card_pendulum_scale"": ""8""}"
748,"{""card_name"": ""Bio-Insect Armor"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 5"", ""card_atk"": ""1500"", ""card_def"": ""2000""}"
749,"{""card_name"": ""Jioh The Gravity Ninja"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 8"", ""card_atk"": ""2300"", ""card_def"": ""2900""}"
750,"{""card_name"": ""Chaos Mirage Dragon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""600""}"
751,"{""card_name"": ""Mental Tuner"", ""card_attribute"": ""Light"", ""card_level"": ""Level 3"", ""card_atk"": ""200"", ""card_def"": ""2100""}"
752,"{""card_name"": ""Core Of Chaos"", ""card_attribute"": ""Light"", ""card_level"": ""Level 2"", ""card_atk"": ""0"", ""card_def"": ""1600""}"
753,"{""card_name"": ""Shell Of Chaos"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""0""}"
754,"{""card_name"": ""Chaos Witch"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1500""}"
755,"{""card_name"": ""Tearlaments Kashtira"", ""card_attribute"": ""Water"", ""card_level"": ""Level 7"", ""card_atk"": ""2300"", ""card_def"": ""1200""}"
756,"{""card_name"": ""Scareclaw Kashtira"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 7"", ""card_atk"": ""0"", ""card_def"": ""2600""}"
757,"{""card_name"": ""Kashtira Riseheart"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""2100""}"
758,"{""card_name"": ""The Abyss Dragon Swordsoul"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 8"", ""card_atk"": ""3000"", ""card_def"": ""2900""}"
759,"{""card_name"": ""Bystial Baldrake"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 6"", ""card_atk"": ""2500"", ""card_def"": ""2000""}"
760,"{""card_name"": ""Galactikuriboh"", ""card_attribute"": ""Light"", ""card_level"": ""Level 1"", ""card_atk"": ""300"", ""card_def"": ""200""}"
761,"{""card_name"": ""Galaxy Summoner"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1400""}"
762,"{""card_name"": ""Photon Emperor"", ""card_attribute"": ""Light"", ""card_level"": ""Level 8"", ""card_atk"": ""2800"", ""card_def"": ""1000""}"
763,"{""card_name"": ""Mystical Sheep #2"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""800"", ""card_def"": ""1000""}"
764,"{""card_name"": ""King Fog"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""900""}"
765,"{""card_name"": ""Masaki The Legendary Swordsman"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1100"", ""card_def"": ""1100""}"
766,"{""card_name"": ""Ray & Temperature"", ""card_attribute"": ""Light"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""1000""}"
767,"{""card_name"": ""The Furious Sea King"", ""card_attribute"": ""Water"", ""card_level"": ""Level 3"", ""card_atk"": ""800"", ""card_def"": ""700""}"
768,"{""card_name"": ""Green Phantom King"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""500"", ""card_def"": ""1600""}"
769,"{""card_name"": ""Root Water"", ""card_attribute"": ""Water"", ""card_level"": ""Level 3"", ""card_atk"": ""900"", ""card_def"": ""800""}"
770,"{""card_name"": ""Dissolverock"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""900"", ""card_def"": ""1000""}"
771,"{""card_name"": ""Two-Mouth Darkruler"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""900"", ""card_def"": ""700""}"
772,"{""card_name"": ""Flame Ghost"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""800""}"
773,"{""card_name"": ""Kagemusha Of The Blue Flame"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""800"", ""card_def"": ""400""}"
774,"{""card_name"": ""Aqua Madoor"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""2000""}"
775,"{""card_name"": ""Hinotama Soul"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 2"", ""card_atk"": ""600"", ""card_def"": ""500""}"
776,"{""card_name"": ""Petit Angel"", ""card_attribute"": ""Light"", ""card_level"": ""Level 3"", ""card_atk"": ""600"", ""card_def"": ""900""}"
777,"{""card_name"": ""Petit Dragon"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 2"", ""card_atk"": ""600"", ""card_def"": ""700""}"
778,"{""card_name"": ""Turtle Tiger"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""1500""}"
779,"{""card_name"": ""Fusionist"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""900"", ""card_def"": ""700""}"
780,"{""card_name"": ""Fiend Reflection #2"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1100"", ""card_def"": ""1400""}"
781,"{""card_name"": ""Darkfire Dragon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1250""}"
782,"{""card_name"": ""Dark King Of The Abyss"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1200"", ""card_def"": ""800""}"
783,"{""card_name"": ""Firegrass"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""700"", ""card_def"": ""600""}"
784,"{""card_name"": ""Monster Egg"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""600"", ""card_def"": ""900""}"
785,"{""card_name"": ""Flame Manipulator"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 3"", ""card_atk"": ""900"", ""card_def"": ""1000""}"
786,"{""card_name"": ""Charubin The Fire Knight"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 3"", ""card_atk"": ""1100"", ""card_def"": ""800""}"
787,"{""card_name"": ""The 13Th Grave"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1200"", ""card_def"": ""900""}"
788,"{""card_name"": ""Trial Of Nightmare"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1300"", ""card_def"": ""900""}"
789,"{""card_name"": ""Silver Fang"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1200"", ""card_def"": ""800""}"
790,"{""card_name"": ""Dark Gray"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""800"", ""card_def"": ""900""}"
791,"{""card_name"": ""Nemuriko"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""800"", ""card_def"": ""700""}"
792,"{""card_name"": ""Mammoth Graveyard"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1200"", ""card_def"": ""800""}"
793,"{""card_name"": ""Basic Insect"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""500"", ""card_def"": ""700""}"
794,"{""card_name"": ""Gaia The Fierce Knight"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 7"", ""card_atk"": ""2300"", ""card_def"": ""2100""}"
795,"{""card_name"": ""Skull Servant"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 1"", ""card_atk"": ""300"", ""card_def"": ""200""}"
796,"{""card_name"": ""Celtic Guardian"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1400"", ""card_def"": ""1200""}"
797,"{""card_name"": ""Hitotsu-Me Giant"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1000""}"
798,"{""card_name"": ""Flame Swordsman"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 5"", ""card_atk"": ""1800"", ""card_def"": ""1600""}"
799,"{""card_name"": ""Thousand Dragon"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 7"", ""card_atk"": ""2400"", ""card_def"": ""2000""}"
800,"{""card_name"": ""Heavy Storm"", ""card_icon"": ""Normal Spell""}"
801,"{""card_name"": ""Stim-Pack"", ""card_icon"": ""Equip Spell""}"
802,"{""card_name"": ""Ring Of Magnetism"", ""card_icon"": ""Equip Spell""}"
803,"{""card_name"": ""Share The Pain"", ""card_icon"": ""Normal Spell""}"
804,"{""card_name"": ""Mirror Force"", ""card_icon"": ""Normal Trap""}"
805,"{""card_name"": ""Paralyzing Potion"", ""card_icon"": ""Equip Spell""}"
806,"{""card_name"": ""The Unhappy Maiden"", ""card_attribute"": ""Light"", ""card_level"": ""Level 1"", ""card_atk"": ""0"", ""card_def"": ""100""}"
807,"{""card_name"": ""Germ Infection"", ""card_icon"": ""Equip Spell""}"
808,"{""card_name"": ""Robbin' Goblin"", ""card_icon"": ""Continuous Trap""}"
809,"{""card_name"": ""Sword Of Deep-Seated"", ""card_icon"": ""Equip Spell""}"
810,"{""card_name"": ""Barrel Dragon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 7"", ""card_atk"": ""2600"", ""card_def"": ""2200""}"
811,"{""card_name"": ""Shield & Sword"", ""card_icon"": ""Normal Spell""}"
812,"{""card_name"": ""Magic Jammer"", ""card_icon"": ""Counter Trap""}"
813,"{""card_name"": ""Seven Tools Of The Bandit"", ""card_icon"": ""Counter Trap""}"
814,"{""card_name"": ""Block Attack"", ""card_icon"": ""Normal Spell""}"
815,"{""card_name"": ""Horn Of Heaven"", ""card_icon"": ""Counter Trap""}"
816,"{""card_name"": ""Garnecia Elefantis"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 7"", ""card_atk"": ""2400"", ""card_def"": ""2000""}"
817,"{""card_name"": ""Skull Knight"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 7"", ""card_atk"": ""2650"", ""card_def"": ""2250""}"
818,"{""card_name"": ""Bladefly"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 2"", ""card_atk"": ""600"", ""card_def"": ""700""}"
819,"{""card_name"": ""Little Chimera"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 2"", ""card_atk"": ""600"", ""card_def"": ""550""}"
820,"{""card_name"": ""Gazelle The King Of Mythical Beasts"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1200""}"
821,"{""card_name"": ""Witch'S Apprentice"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 2"", ""card_atk"": ""550"", ""card_def"": ""500""}"
822,"{""card_name"": ""Lady Of Faith"", ""card_attribute"": ""Light"", ""card_level"": ""Level 3"", ""card_atk"": ""1100"", ""card_def"": ""800""}"
823,"{""card_name"": ""Blue-Winged Crown"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1200""}"
824,"{""card_name"": ""Twin-Headed Thunder Dragon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 7"", ""card_atk"": ""2800"", ""card_def"": ""2100""}"
825,"{""card_name"": ""Dark Elf"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""2000"", ""card_def"": ""800""}"
826,"{""card_name"": ""Witch Of The Black Forest"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1100"", ""card_def"": ""1200""}"
827,"{""card_name"": ""Milus Radiant"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 1"", ""card_atk"": ""300"", ""card_def"": ""250""}"
828,"{""card_name"": ""Lava Battleguard"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 5"", ""card_atk"": ""1550"", ""card_def"": ""1800""}"
829,"{""card_name"": ""Niwatori"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""900"", ""card_def"": ""800""}"
830,"{""card_name"": ""Flame Cerebrus"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 6"", ""card_atk"": ""2100"", ""card_def"": ""1800""}"
831,"{""card_name"": ""Star Boy"", ""card_attribute"": ""Water"", ""card_level"": ""Level 2"", ""card_atk"": ""550"", ""card_def"": ""500""}"
832,"{""card_name"": ""Mushroom Man #2"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1250"", ""card_def"": ""800""}"
833,"{""card_name"": ""The Bistro Butcher"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""1000""}"
834,"{""card_name"": ""Muka Muka"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""600"", ""card_def"": ""300""}"
835,"{""card_name"": ""Cyber Saurus"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 5"", ""card_atk"": ""1800"", ""card_def"": ""1400""}"
836,"{""card_name"": ""Cannon Soldier"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1400"", ""card_def"": ""1300""}"
837,"{""card_name"": ""Hoshiningen"", ""card_attribute"": ""Light"", ""card_level"": ""Level 2"", ""card_atk"": ""500"", ""card_def"": ""700""}"
838,"{""card_name"": ""Yado Karu"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""900"", ""card_def"": ""1700""}"
839,"{""card_name"": ""Insect Soldiers Of The Sky"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""800""}"
840,"{""card_name"": ""Musician King"", ""card_attribute"": ""Light"", ""card_level"": ""Level 5"", ""card_atk"": ""1750"", ""card_def"": ""1500""}"
841,"{""card_name"": ""The Immortal Of Thunder"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1300""}"
842,"{""card_name"": ""Punished Eagle"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 6"", ""card_atk"": ""2100"", ""card_def"": ""1800""}"
843,"{""card_name"": ""7 Colored Fish"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""800""}"
844,"{""card_name"": ""Thunder Dragon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 5"", ""card_atk"": ""1600"", ""card_def"": ""1500""}"
845,"{""card_name"": ""Bickuribox"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 7"", ""card_atk"": ""2300"", ""card_def"": ""2000""}"
846,"{""card_name"": ""Launcher Spider"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 7"", ""card_atk"": ""2200"", ""card_def"": ""2500""}"
847,"{""card_name"": ""Giltia The D. Knight"", ""card_attribute"": ""Light"", ""card_level"": ""Level 5"", ""card_atk"": ""1850"", ""card_def"": ""1500""}"
848,"{""card_name"": ""Giga-Tech Wolf"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1400""}"
849,"{""card_name"": ""Ryu-Kishin Powered"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1200""}"
850,"{""card_name"": ""Labyrinth Tank"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 7"", ""card_atk"": ""2400"", ""card_def"": ""2400""}"
851,"{""card_name"": ""Shadow Ghoul"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 5"", ""card_atk"": ""1600"", ""card_def"": ""1300""}"
