card_id,release_date,card_number,name,rarity,extracted_date
1812,2023-03-31,SGX3-ENB03,Speed Duel Gx: Duelists Of Shadows,Common,2024-11-27
1812,2023-03-31,SGX3-ENB03,Speed Duel Gx: Duelists Of Shadows,Common,2024-11-27
1813,2005-07-27,DB2-EN107,Dark Beginning 2,Common,2024-11-27
1813,2005-07-27,DB2-EN107,Dark Beginning 2,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1814,2024-12-13,SBC2-ENA08,Speed Duel: Battle City Finals,Common,2024-11-27
1815,2005-11-01,TP7-EN004,Tournament Pack 7,Super Rare,2024-11-27
1815,2005-11-01,TP7-EN004,Tournament Pack 7,Super Rare,2024-11-27
1815,2005-11-01,TP7-EN004,Tournament Pack 7,Super Rare,2024-11-27
1816,2004-07-25,WCS-EN402,Yu-Gi-Oh! World Championship 2004,Ultra Rare,2024-11-27
1817,2024-06-21,BLTR-EN049,Battles Of Legend: Terminal Revenge,Ultra Rare,2024-11-27
1817,2024-06-21,BLTR-EN049,Battles Of Legend: Terminal Revenge,Ultra Rare,2024-11-27
1817,2024-06-21,BLTR-EN049,Battles Of Legend: Terminal Revenge,Ultra Rare,2024-11-27
1817,2024-06-21,BLTR-EN049,Battles Of Legend: Terminal Revenge,Ultra Rare,2024-11-27
1817,2024-06-21,BLTR-EN049,Battles Of Legend: Terminal Revenge,Ultra Rare,2024-11-27
1818,2004-07-25,WCS-EN401,Yu-Gi-Oh! World Championship 2004,Ultra Rare,2024-11-27
1819,2024-12-13,SBC2-ENI23,Speed Duel: Battle City Finals,Common,2024-11-27
1819,2024-12-13,SBC2-ENI23,Speed Duel: Battle City Finals,Common,2024-11-27
1819,2024-12-13,SBC2-ENI23,Speed Duel: Battle City Finals,Common,2024-11-27
1819,2024-12-13,SBC2-ENI23,Speed Duel: Battle City Finals,Common,2024-11-27
1819,2024-12-13,SBC2-ENI23,Speed Duel: Battle City Finals,Common,2024-11-27
1819,2024-12-13,SBC2-ENI23,Speed Duel: Battle City Finals,Common,2024-11-27
1819,2024-12-13,SBC2-ENI23,Speed Duel: Battle City Finals,Common,2024-11-27
1819,2024-12-13,SBC2-ENI23,Speed Duel: Battle City Finals,Common,2024-11-27
1819,2024-12-13,SBC2-ENI23,Speed Duel: Battle City Finals,Common,2024-11-27
1819,2024-12-13,SBC2-ENI23,Speed Duel: Battle City Finals,Common,2024-11-27
1820,2022-04-15,SDAZ-EN024,Structure Deck: Albaz Strike,Common,2024-11-27
1820,2022-04-15,SDAZ-EN024,Structure Deck: Albaz Strike,Common,2024-11-27
1820,2022-04-15,SDAZ-EN024,Structure Deck: Albaz Strike,Common,2024-11-27
1820,2022-04-15,SDAZ-EN024,Structure Deck: Albaz Strike,Common,2024-11-27
1820,2022-04-15,SDAZ-EN024,Structure Deck: Albaz Strike,Common,2024-11-27
1820,2022-04-15,SDAZ-EN024,Structure Deck: Albaz Strike,Common,2024-11-27
1820,2022-04-15,SDAZ-EN024,Structure Deck: Albaz Strike,Common,2024-11-27
1820,2022-04-15,SDAZ-EN024,Structure Deck: Albaz Strike,Common,2024-11-27
1820,2022-04-15,SDAZ-EN024,Structure Deck: Albaz Strike,Common,2024-11-27
1820,2022-04-15,SDAZ-EN024,Structure Deck: Albaz Strike,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1821,2023-08-25,SBC1-ENI27,Speed Duel: Streets Of Battle City,Common,2024-11-27
1822,2015-06-05,AP07-EN015,Astral Pack Seven,Common,2024-11-27
1822,2015-06-05,AP07-EN015,Astral Pack Seven,Common,2024-11-27
1822,2015-06-05,AP07-EN015,Astral Pack Seven,Common,2024-11-27
1823,2012-05-28,BP01-EN056,Battle Pack Epic Dawn,Common,2024-11-27
1823,2012-05-28,BP01-EN056,Battle Pack Epic Dawn,Common,2024-11-27
1823,2012-05-28,BP01-EN056,Battle Pack Epic Dawn,Common,2024-11-27
1823,2012-05-28,BP01-EN056,Battle Pack Epic Dawn,Common,2024-11-27
1823,2012-05-28,BP01-EN056,Battle Pack Epic Dawn,Common,2024-11-27
1823,2012-05-28,BP01-EN056,Battle Pack Epic Dawn,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1824,2020-07-03,LDS1-EN059,Legendary Duelists: Season 1,Common,2024-11-27
1825,2012-10-02,LCYW-EN255,Legendary Collection 3 Yugi'S World Mega Pack,Common,2024-11-27
1825,2012-10-02,LCYW-EN255,Legendary Collection 3 Yugi'S World Mega Pack,Common,2024-11-27
1825,2012-10-02,LCYW-EN255,Legendary Collection 3 Yugi'S World Mega Pack,Common,2024-11-27
1825,2012-10-02,LCYW-EN255,Legendary Collection 3 Yugi'S World Mega Pack,Common,2024-11-27
1826,2019-04-18,OP10-EN021,Ots Tournament Pack 10,Common,2024-11-27
1826,2019-04-18,OP10-EN021,Ots Tournament Pack 10,Common,2024-11-27
1826,2019-04-18,OP10-EN021,Ots Tournament Pack 10,Common,2024-11-27
1826,2019-04-18,OP10-EN021,Ots Tournament Pack 10,Common,2024-11-27
1826,2019-04-18,OP10-EN021,Ots Tournament Pack 10,Common,2024-11-27
1826,2019-04-18,OP10-EN021,Ots Tournament Pack 10,Common,2024-11-27
1826,2019-04-18,OP10-EN021,Ots Tournament Pack 10,Common,2024-11-27
1826,2019-04-18,OP10-EN021,Ots Tournament Pack 10,Common,2024-11-27
1826,2019-04-18,OP10-EN021,Ots Tournament Pack 10,Common,2024-11-27
1827,2024-02-14,OP24-EN004,Ots Tournament Pack 24,Super Rare,2024-11-27
1827,2024-02-14,OP24-EN004,Ots Tournament Pack 24,Super Rare,2024-11-27
1827,2024-02-14,OP24-EN004,Ots Tournament Pack 24,Super Rare,2024-11-27
1827,2024-02-14,OP24-EN004,Ots Tournament Pack 24,Super Rare,2024-11-27
1827,2024-02-14,OP24-EN004,Ots Tournament Pack 24,Super Rare,2024-11-27
1827,2024-02-14,OP24-EN004,Ots Tournament Pack 24,Super Rare,2024-11-27
1828,2023-09-06,STP6-EN018,Speed Duel Tournament Pack 6,Common,2024-11-27
1828,2023-09-06,STP6-EN018,Speed Duel Tournament Pack 6,Common,2024-11-27
1828,2023-09-06,STP6-EN018,Speed Duel Tournament Pack 6,Common,2024-11-27
1828,2023-09-06,STP6-EN018,Speed Duel Tournament Pack 6,Common,2024-11-27
1828,2023-09-06,STP6-EN018,Speed Duel Tournament Pack 6,Common,2024-11-27
1828,2023-09-06,STP6-EN018,Speed Duel Tournament Pack 6,Common,2024-11-27
1828,2023-09-06,STP6-EN018,Speed Duel Tournament Pack 6,Common,2024-11-27
1829,2006-11-11,CP01-EN012,Champion Pack Game One,Common,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1830,2024-11-07,RA03-EN160,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1831,2024-12-13,SBC2-ENE12,Speed Duel: Battle City Finals,Common,2024-11-27
1832,2006-11-11,CP01-EN003,Champion Pack Game One,Super Rare,2024-11-27
1832,2006-11-11,CP01-EN003,Champion Pack Game One,Super Rare,2024-11-27
1832,2006-11-11,CP01-EN003,Champion Pack Game One,Super Rare,2024-11-27
1833,2013-06-28,BP02-EN141,Battle Pack 2 War Of The Giants,Common,2024-11-27
1833,2013-06-28,BP02-EN141,Battle Pack 2 War Of The Giants,Common,2024-11-27
1833,2013-06-28,BP02-EN141,Battle Pack 2 War Of The Giants,Common,2024-11-27
1833,2013-06-28,BP02-EN141,Battle Pack 2 War Of The Giants,Common,2024-11-27
1833,2013-06-28,BP02-EN141,Battle Pack 2 War Of The Giants,Common,2024-11-27
1833,2013-06-28,BP02-EN141,Battle Pack 2 War Of The Giants,Common,2024-11-27
1833,2013-06-28,BP02-EN141,Battle Pack 2 War Of The Giants,Common,2024-11-27
1833,2013-06-28,BP02-EN141,Battle Pack 2 War Of The Giants,Common,2024-11-27
1833,2013-06-28,BP02-EN141,Battle Pack 2 War Of The Giants,Common,2024-11-27
1833,2013-06-28,BP02-EN141,Battle Pack 2 War Of The Giants,Common,2024-11-27
1834,2023-08-25,SBC1-ENI15,Speed Duel: Streets Of Battle City,Common,2024-11-27
1834,2023-08-25,SBC1-ENI15,Speed Duel: Streets Of Battle City,Common,2024-11-27
1834,2023-08-25,SBC1-ENI15,Speed Duel: Streets Of Battle City,Common,2024-11-27
1834,2023-08-25,SBC1-ENI15,Speed Duel: Streets Of Battle City,Common,2024-11-27
1834,2023-08-25,SBC1-ENI15,Speed Duel: Streets Of Battle City,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1835,2023-03-08,STP5-EN018,Speed Duel Tournament Pack 5,Common,2024-11-27
1836,2007-02-06,CP02-EN012,Champion Pack Game Two,Common,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1837,2021-11-19,MGED-EN040,Maximum Gold: El Dorado,Premium Gold Rare,2024-11-27
1838,2016-10-07,LDK2-ENJ17,Legendary Decks Ii,Common,2024-11-27
1838,2016-10-07,LDK2-ENJ17,Legendary Decks Ii,Common,2024-11-27
1838,2016-10-07,LDK2-ENJ17,Legendary Decks Ii,Common,2024-11-27
1838,2016-10-07,LDK2-ENJ17,Legendary Decks Ii,Common,2024-11-27
1839,2020-05-15,SS05-ENV02,Speed Duel Starter Decks: Twisted Nightmares,Ultra Rare,2024-11-27
1839,2020-05-15,SS05-ENV02,Speed Duel Starter Decks: Twisted Nightmares,Ultra Rare,2024-11-27
1839,2020-05-15,SS05-ENV02,Speed Duel Starter Decks: Twisted Nightmares,Ultra Rare,2024-11-27
1839,2020-05-15,SS05-ENV02,Speed Duel Starter Decks: Twisted Nightmares,Ultra Rare,2024-11-27
1839,2020-05-15,SS05-ENV02,Speed Duel Starter Decks: Twisted Nightmares,Ultra Rare,2024-11-27
1839,2020-05-15,SS05-ENV02,Speed Duel Starter Decks: Twisted Nightmares,Ultra Rare,2024-11-27
1839,2020-05-15,SS05-ENV02,Speed Duel Starter Decks: Twisted Nightmares,Ultra Rare,2024-11-27
1839,2020-05-15,SS05-ENV02,Speed Duel Starter Decks: Twisted Nightmares,Ultra Rare,2024-11-27
1839,2020-05-15,SS05-ENV02,Speed Duel Starter Decks: Twisted Nightmares,Ultra Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1840,2024-05-24,RA02-EN052,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1841,2013-10-11,LCJW-EN296,Legendary Collection 4 Joey'S World Mega Pack,Common,2024-11-27
1841,2013-10-11,LCJW-EN296,Legendary Collection 4 Joey'S World Mega Pack,Common,2024-11-27
1841,2013-10-11,LCJW-EN296,Legendary Collection 4 Joey'S World Mega Pack,Common,2024-11-27
1841,2013-10-11,LCJW-EN296,Legendary Collection 4 Joey'S World Mega Pack,Common,2024-11-27
1841,2013-10-11,LCJW-EN296,Legendary Collection 4 Joey'S World Mega Pack,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1842,2023-08-25,SBC1-ENI30,Speed Duel: Streets Of Battle City,Common,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1843,2024-05-24,RA02-EN001,25Th Anniversary Rarity Collection 2,Super Rare,2024-11-27
1844,2008-01-08,CP05-EN013,Champion Pack Game Five,Common,2024-11-27
1844,2008-01-08,CP05-EN013,Champion Pack Game Five,Common,2024-11-27
1844,2008-01-08,CP05-EN013,Champion Pack Game Five,Common,2024-11-27
1845,2011-01-28,DT04-EN098,Duel Terminal 4,Common,2024-11-27
1845,2011-01-28,DT04-EN098,Duel Terminal 4,Common,2024-11-27
1845,2011-01-28,DT04-EN098,Duel Terminal 4,Common,2024-11-27
1845,2011-01-28,DT04-EN098,Duel Terminal 4,Common,2024-11-27
1846,2023-08-25,SBC1-ENG08,Speed Duel: Streets Of Battle City,Common,2024-11-27
1846,2023-08-25,SBC1-ENG08,Speed Duel: Streets Of Battle City,Common,2024-11-27
1846,2023-08-25,SBC1-ENG08,Speed Duel: Streets Of Battle City,Common,2024-11-27
1846,2023-08-25,SBC1-ENG08,Speed Duel: Streets Of Battle City,Common,2024-11-27
1846,2023-08-25,SBC1-ENG08,Speed Duel: Streets Of Battle City,Common,2024-11-27
1846,2023-08-25,SBC1-ENG08,Speed Duel: Streets Of Battle City,Common,2024-11-27
1846,2023-08-25,SBC1-ENG08,Speed Duel: Streets Of Battle City,Common,2024-11-27
1846,2023-08-25,SBC1-ENG08,Speed Duel: Streets Of Battle City,Common,2024-11-27
1847,2023-10-26,OP23-EN011,Ots Tournament Pack 23,Super Rare,2024-11-27
1847,2023-10-26,OP23-EN011,Ots Tournament Pack 23,Super Rare,2024-11-27
1847,2023-10-26,OP23-EN011,Ots Tournament Pack 23,Super Rare,2024-11-27
1847,2023-10-26,OP23-EN011,Ots Tournament Pack 23,Super Rare,2024-11-27
1848,2014-12-05,AP06-EN016,Astral Pack Six,Common,2024-11-27
1848,2014-12-05,AP06-EN016,Astral Pack Six,Common,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1849,2024-11-07,RA03-EN138,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1850,2024-11-07,RA03-EN127,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1850,2024-11-07,RA03-EN127,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1850,2024-11-07,RA03-EN127,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1850,2024-11-07,RA03-EN127,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1850,2024-11-07,RA03-EN127,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1850,2024-11-07,RA03-EN127,Quarter Century Bonanza,Platinum Secret Rare,2024-11-27
1851,2018-08-10,SDPL-EN018,Structure Deck: Powercode Link,Common,2024-11-27
1851,2018-08-10,SDPL-EN018,Structure Deck: Powercode Link,Common,2024-11-27
1851,2018-08-10,SDPL-EN018,Structure Deck: Powercode Link,Common,2024-11-27
1851,2018-08-10,SDPL-EN018,Structure Deck: Powercode Link,Common,2024-11-27
1851,2018-08-10,SDPL-EN018,Structure Deck: Powercode Link,Common,2024-11-27
1851,2018-08-10,SDPL-EN018,Structure Deck: Powercode Link,Common,2024-11-27
1851,2018-08-10,SDPL-EN018,Structure Deck: Powercode Link,Common,2024-11-27
1852,2024-03-01,KC01-EN047,25Th Anniversary Ultimate Kaiba Set,Ultra Rare,2024-11-27
1852,2024-03-01,KC01-EN047,25Th Anniversary Ultimate Kaiba Set,Ultra Rare,2024-11-27
1852,2024-03-01,KC01-EN047,25Th Anniversary Ultimate Kaiba Set,Ultra Rare,2024-11-27
